"Fazenda";"Estrato";"Talhao";"Plantio";"Id_Amostra";"Material_Genetico";"Idade (anos)";"Data_Medicao";"Data_Plantio";"Area_Plantio (ha)";"Amostra";"MAC";"DAP (cm)";"Altura_Instalacao (m)";"Altura (m)";"VICC (m3)";"VISC (m3)";"g (m2)";"Coordenada_X";"Coordenada_Y";"Dap_Estimado"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,94";"13/04/2024";"07/05/2022";"33,91";" 4";"Dado Estimado";"11,8007";"";"14,92930";"0,07660";"0,06400";"0,01090";"-39,75904067";"-16,29023468";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,94";"14/04/2024";"07/05/2022";"33,91";" 4";"Dado Estimado";"11,8166";"";"14,93720";"0,07680";"0,06420";"0,01100";"-39,75904067";"-16,29023468";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,94";"15/04/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"11,8325";"";"14,94500";"0,07700";"0,06440";"0,01100";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,94";"16/04/2024";"07/05/2022";"33,91";" 4";"Dado Estimado";"11,8389";"";"14,94820";"0,07710";"0,06450";"0,01100";"-39,75904067";"-16,29023468";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,95";"17/04/2024";"07/05/2022";"33,91";" 4";"Dado Estimado";"11,8453";"";"14,95130";"0,07720";"0,06450";"0,01100";"-39,75904067";"-16,29023468";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,95";"18/04/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"11,8491";"";"14,95320";"0,07720";"0,06460";"0,01100";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,96";"21/04/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"11,8898";"";"14,97310";"0,07780";"0,06500";"0,01110";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,97";"24/04/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"11,8994";"";"14,97780";"0,07790";"0,06510";"0,01110";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,97";"27/04/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"11,9280";"";"14,99180";"0,07830";"0,06550";"0,01120";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,98";"30/04/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"11,9471";"";"15,00100";"0,07860";"0,06570";"0,01120";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"1,99";"03/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"11,9853";"";"15,01950";"0,07910";"0,06610";"0,01130";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2";"06/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,0140";"";"15,03330";"0,07950";"0,06650";"0,01130";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,01";"09/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,0331";"";"15,04250";"0,07980";"0,06670";"0,01140";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,02";"12/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,0617";"";"15,05620";"0,08020";"0,06700";"0,01140";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,02";"15/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,0808";"";"15,06530";"0,08050";"0,06720";"0,01150";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,03";"18/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,1095";"";"15,07890";"0,08090";"0,06760";"0,01150";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,04";"21/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,1190";"";"15,08340";"0,08100";"0,06770";"0,01150";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,05";"24/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,1381";"";"15,09250";"0,08130";"0,06790";"0,01160";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,06";"27/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,1569";"";"15,10130";"0,08150";"0,06810";"0,01160";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,06";"30/05/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,1760";"";"15,11030";"0,08180";"0,06830";"0,01160";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,07";"02/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,2333";"";"15,13710";"0,08260";"0,06900";"0,01180";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,08";"05/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,2715";"";"15,15490";"0,08320";"0,06940";"0,01180";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,09";"08/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,2906";"";"15,16380";"0,08340";"0,06970";"0,01190";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,1";"11/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,3097";"";"15,17260";"0,08370";"0,06990";"0,01190";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,11";"14/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,3479";"";"15,19020";"0,08430";"0,07030";"0,01200";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,11";"17/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,3670";"";"15,19900";"0,08450";"0,07060";"0,01200";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,12";"20/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,3861";"";"15,20770";"0,08480";"0,07080";"0,01200";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,13";"23/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,4147";"";"15,22080";"0,08520";"0,07110";"0,01210";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,14";"26/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,4338";"";"15,22950";"0,08550";"0,07130";"0,01210";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,15";"29/06/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,4529";"";"15,23810";"0,08580";"0,07160";"0,01220";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,15";"02/07/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,4529";"";"15,23810";"0,08580";"0,07160";"0,01220";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,16";"05/07/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,4625";"";"15,24250";"0,08590";"0,07170";"0,01220";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,17";"08/07/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,5102";"";"15,26400";"0,08660";"0,07220";"0,01230";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,18";"11/07/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,5198";"";"15,26830";"0,08670";"0,07240";"0,01230";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,19";"14/07/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,5293";"";"15,27260";"0,08690";"0,07250";"0,01230";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,2";"17/07/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,5484";"";"15,28110";"0,08710";"0,07270";"0,01240";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"8f79c212-4730-368b-37fa-4f0ff819cb79";"2482";"2,2";"18/07/2024";"07/05/2022";"33,91";" 4";"C00C1D0013A8";"12,5484";"";"15,28110";"0,08710";"0,07270";"0,01240";"-39,75904067";"-16,29023468";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,76";"09/02/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,6952";"15,00";"15,00000";"0,06560";"0,05530";"0,00900";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,76";"10/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,7079";"";"15,00740";"0,06570";"0,05540";"0,00900";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,77";"11/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,7207";"";"15,01470";"0,06590";"0,05560";"0,00900";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,77";"12/02/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,7334";"";"15,02210";"0,06610";"0,05570";"0,00900";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,77";"13/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,7462";"";"15,02940";"0,06620";"0,05580";"0,00910";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,77";"14/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,7591";"";"15,03680";"0,06640";"0,05600";"0,00910";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,78";"15/02/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,7719";"";"15,04420";"0,06660";"0,05610";"0,00910";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,78";"16/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,7847";"";"15,05150";"0,06680";"0,05630";"0,00910";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,78";"17/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,7974";"";"15,05870";"0,06690";"0,05640";"0,00920";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,79";"18/02/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,8101";"";"15,06600";"0,06710";"0,05650";"0,00920";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,79";"19/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,8260";"";"15,07500";"0,06730";"0,05670";"0,00920";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,79";"20/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,8420";"";"15,08410";"0,06750";"0,05690";"0,00920";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,79";"21/02/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,8579";"";"15,09310";"0,06770";"0,05710";"0,00930";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,8";"22/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,8770";"";"15,10390";"0,06800";"0,05730";"0,00930";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,8";"23/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,8961";"";"15,11460";"0,06820";"0,05750";"0,00930";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,8";"24/02/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,9152";"";"15,12530";"0,06850";"0,05770";"0,00940";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,8";"25/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,9248";"";"15,13080";"0,06860";"0,05780";"0,00940";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,81";"26/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,9345";"";"15,13620";"0,06880";"0,05790";"0,00940";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,81";"27/02/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,9441";"";"15,14160";"0,06890";"0,05800";"0,00940";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,81";"28/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,9569";"";"15,14870";"0,06910";"0,05820";"0,00940";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,82";"29/02/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,9696";"";"15,15570";"0,06920";"0,05830";"0,00950";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,82";"01/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"10,9823";"";"15,16280";"0,06940";"0,05840";"0,00950";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,82";"02/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"10,9982";"";"15,17170";"0,06960";"0,05860";"0,00950";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,82";"03/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,0142";"";"15,18050";"0,06980";"0,05880";"0,00950";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,83";"04/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,0301";"";"15,18920";"0,07000";"0,05900";"0,00960";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,83";"05/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,0428";"";"15,19630";"0,07020";"0,05910";"0,00960";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,83";"06/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,0555";"";"15,20330";"0,07040";"0,05930";"0,00960";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,83";"07/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,0683";"";"15,21030";"0,07060";"0,05940";"0,00960";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,84";"08/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,0875";"";"15,22080";"0,07080";"0,05960";"0,00970";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,84";"09/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,1067";"";"15,23130";"0,07110";"0,05980";"0,00970";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,84";"10/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,1259";"";"15,24170";"0,07140";"0,06010";"0,00970";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,85";"11/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,1450";"";"15,25210";"0,07160";"0,06030";"0,00980";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,85";"12/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,1641";"";"15,26240";"0,07190";"0,06050";"0,00980";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,85";"13/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,1832";"";"15,27280";"0,07210";"0,06070";"0,00980";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,85";"14/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,1959";"";"15,27960";"0,07230";"0,06090";"0,00980";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,86";"15/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,2086";"";"15,28650";"0,07250";"0,06100";"0,00990";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,86";"16/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,2214";"";"15,29330";"0,07270";"0,06110";"0,00990";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,86";"17/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,2309";"";"15,29840";"0,07280";"0,06130";"0,00990";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,86";"18/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,2405";"";"15,30350";"0,07290";"0,06140";"0,00990";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,87";"19/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,2500";"";"15,30860";"0,07310";"0,06150";"0,00990";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,87";"20/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,2628";"";"15,31540";"0,07320";"0,06160";"0,01000";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,87";"21/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,2755";"";"15,32220";"0,07340";"0,06180";"0,01000";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,88";"22/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,2882";"";"15,32900";"0,07360";"0,06190";"0,01000";"-39,75889043";"-16,28857196";"False"
