"Fazenda";"Estrato";"Talhao";"Plantio";"Id_Amostra";"Material_Genetico";"Idade (anos)";"Data_Medicao";"Data_Plantio";"Area_Plantio (ha)";"Amostra";"MAC";"DAP (cm)";"Altura_Instalacao (m)";"Altura (m)";"VICC (m3)";"VISC (m3)";"g (m2)";"Coordenada_X";"Coordenada_Y";"Dap_Estimado"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,88";"23/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,3010";"";"15,33580";"0,07380";"0,06210";"0,01000";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,88";"24/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,3137";"";"15,34250";"0,07390";"0,06220";"0,01010";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,88";"25/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,3264";"";"15,34920";"0,07410";"0,06230";"0,01010";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,89";"26/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,3424";"";"15,35770";"0,07430";"0,06250";"0,01010";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,89";"27/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,3585";"";"15,36610";"0,07460";"0,06270";"0,01010";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,89";"28/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,3745";"";"15,37460";"0,07480";"0,06290";"0,01020";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,89";"29/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,3840";"";"15,37960";"0,07490";"0,06300";"0,01020";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,9";"30/03/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,3936";"";"15,38460";"0,07500";"0,06310";"0,01020";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,9";"31/03/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,4031";"";"15,38960";"0,07520";"0,06320";"0,01020";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,9";"01/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,4159";"";"15,39620";"0,07540";"0,06340";"0,01020";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,91";"02/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,4286";"";"15,40290";"0,07550";"0,06350";"0,01030";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,91";"03/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,4413";"";"15,40950";"0,07570";"0,06370";"0,01030";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,91";"04/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,4509";"";"15,41450";"0,07580";"0,06380";"0,01030";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,91";"05/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,4604";"";"15,41940";"0,07600";"0,06390";"0,01030";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,92";"06/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,4700";"";"15,42440";"0,07610";"0,06400";"0,01030";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,92";"07/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,4795";"";"15,42930";"0,07630";"0,06410";"0,01030";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,92";"08/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,4891";"";"15,43420";"0,07640";"0,06420";"0,01040";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,92";"09/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,4986";"";"15,43920";"0,07650";"0,06430";"0,01040";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,93";"10/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,5082";"";"15,44410";"0,07670";"0,06440";"0,01040";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,93";"11/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,5177";"";"15,44900";"0,07680";"0,06460";"0,01040";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,93";"12/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,5273";"";"15,45390";"0,07690";"0,06470";"0,01040";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,94";"13/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,5432";"";"15,46210";"0,07710";"0,06490";"0,01050";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,94";"14/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,5591";"";"15,47020";"0,07740";"0,06500";"0,01050";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,94";"15/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,5750";"";"15,47840";"0,07760";"0,06520";"0,01050";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,94";"16/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,5814";"";"15,48160";"0,07770";"0,06530";"0,01050";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,95";"17/04/2024";"07/05/2022";"33,91";" 5";"Dado Estimado";"11,5878";"";"15,48490";"0,07780";"0,06540";"0,01050";"-39,75889043";"-16,28857196";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,95";"18/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,5915";"";"15,48680";"0,07780";"0,06540";"0,01060";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,96";"21/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,6228";"";"15,50270";"0,07830";"0,06580";"0,01060";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,97";"24/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,6514";"";"15,51720";"0,07870";"0,06610";"0,01070";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,97";"27/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,6801";"";"15,53160";"0,07910";"0,06650";"0,01070";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,98";"30/04/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,6992";"";"15,54120";"0,07940";"0,06670";"0,01070";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"1,99";"03/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,7278";"";"15,55550";"0,07980";"0,06700";"0,01080";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2";"06/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,7565";"";"15,56980";"0,08020";"0,06740";"0,01090";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,01";"09/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,7851";"";"15,58410";"0,08060";"0,06770";"0,01090";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,02";"12/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,8138";"";"15,59820";"0,08100";"0,06800";"0,01100";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,02";"15/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,8424";"";"15,61240";"0,08140";"0,06840";"0,01100";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,03";"18/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,8615";"";"15,62170";"0,08170";"0,06860";"0,01110";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,04";"21/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,8901";"";"15,63580";"0,08210";"0,06890";"0,01110";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,05";"24/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,9092";"";"15,64510";"0,08240";"0,06920";"0,01110";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,06";"27/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,9379";"";"15,65900";"0,08280";"0,06950";"0,01120";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,06";"30/05/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"11,9665";"";"15,67290";"0,08320";"0,06990";"0,01120";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,07";"02/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,0047";"";"15,69130";"0,08380";"0,07030";"0,01130";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,08";"05/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,0429";"";"15,70970";"0,08430";"0,07080";"0,01140";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,09";"08/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,0716";"";"15,72330";"0,08480";"0,07110";"0,01140";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,1";"11/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,0907";"";"15,73240";"0,08500";"0,07140";"0,01150";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,11";"14/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,1289";"";"15,75060";"0,08560";"0,07180";"0,01160";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,11";"17/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,1480";"";"15,75960";"0,08590";"0,07210";"0,01160";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,12";"20/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,1766";"";"15,77310";"0,08630";"0,07240";"0,01160";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,13";"23/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,2053";"";"15,78650";"0,08670";"0,07280";"0,01170";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,14";"26/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,2339";"";"15,79990";"0,08720";"0,07310";"0,01180";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,15";"29/06/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,2530";"";"15,80880";"0,08740";"0,07330";"0,01180";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,15";"02/07/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,2626";"";"15,81330";"0,08760";"0,07350";"0,01180";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,16";"05/07/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,2817";"";"15,82210";"0,08790";"0,07370";"0,01180";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,17";"08/07/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,3199";"";"15,83980";"0,08840";"0,07420";"0,01190";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,18";"11/07/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,3390";"";"15,84860";"0,08870";"0,07440";"0,01200";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,19";"14/07/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,3581";"";"15,85740";"0,08900";"0,07460";"0,01200";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,2";"17/07/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,3772";"";"15,86610";"0,08930";"0,07490";"0,01200";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"cfc05e79-60d5-d4aa-a811-5d255e2d72d7";"2482";"2,2";"18/07/2024";"07/05/2022";"33,91";" 5";"C00C1D000A17";"12,3772";"";"15,86610";"0,08930";"0,07490";"0,01200";"-39,75889043";"-16,28857196";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,76";"09/02/2024";"07/05/2022";"33,91";" 6";"C00C1D0005BB";"12,1594";"16,00";"16,00000";"0,08760";"0,07370";"0,01160";"-39,75894032";"-16,28689792";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,76";"10/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,1754";"";"16,00750";"0,08790";"0,07380";"0,01160";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,77";"11/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,1913";"";"16,01500";"0,08810";"0,07400";"0,01170";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,77";"12/02/2024";"07/05/2022";"33,91";" 6";"C00C1D0005BB";"12,2072";"";"16,02240";"0,08840";"0,07420";"0,01170";"-39,75894032";"-16,28689792";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,77";"13/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,2199";"";"16,02840";"0,08860";"0,07440";"0,01170";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,77";"14/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,2326";"";"16,03430";"0,08870";"0,07460";"0,01180";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,78";"15/02/2024";"07/05/2022";"33,91";" 6";"C00C1D0005BB";"12,2454";"";"16,04030";"0,08890";"0,07470";"0,01180";"-39,75894032";"-16,28689792";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,78";"16/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,2549";"";"16,04470";"0,08910";"0,07480";"0,01180";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,78";"17/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,2645";"";"16,04920";"0,08920";"0,07500";"0,01180";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,79";"18/02/2024";"07/05/2022";"33,91";" 6";"C00C1D0005BB";"12,2740";"";"16,05360";"0,08940";"0,07510";"0,01180";"-39,75894032";"-16,28689792";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,79";"19/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,2868";"";"16,05950";"0,08960";"0,07520";"0,01190";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,79";"20/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,2995";"";"16,06540";"0,08980";"0,07540";"0,01190";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,79";"21/02/2024";"07/05/2022";"33,91";" 6";"C00C1D0005BB";"12,3122";"";"16,07130";"0,09000";"0,07560";"0,01190";"-39,75894032";"-16,28689792";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,8";"22/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,3250";"";"16,07710";"0,09010";"0,07570";"0,01190";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,8";"23/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,3377";"";"16,08300";"0,09030";"0,07590";"0,01200";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,8";"24/02/2024";"07/05/2022";"33,91";" 6";"C00C1D0005BB";"12,3504";"";"16,08890";"0,09050";"0,07600";"0,01200";"-39,75894032";"-16,28689792";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,8";"25/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,3632";"";"16,09470";"0,09070";"0,07620";"0,01200";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,81";"26/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,3759";"";"16,10050";"0,09090";"0,07630";"0,01200";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,81";"27/02/2024";"07/05/2022";"33,91";" 6";"C00C1D0005BB";"12,3886";"";"16,10640";"0,09110";"0,07650";"0,01210";"-39,75894032";"-16,28689792";"False"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,81";"28/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,4012";"";"16,11210";"0,09130";"0,07670";"0,01210";"-39,75894032";"-16,28689792";"True"
"43 - 2024 Jequitibá_005-01";"31 - 2024 Jequitibá_005-01";"005-01";"005-01";"a48ef71f-bd25-f009-8d8e-fd8dc9bd4f01";"2482";"1,82";"29/02/2024";"07/05/2022";"33,91";" 6";"Dado Estimado";"12,4139";"";"16,11790";"0,09150";"0,07680";"0,01210";"-39,75894032";"-16,28689792";"True"
